customer_id,recency,frequency,avg_order_value
13790.0,3,1,348.8
13791.0,127,2,758.0
13792.0,65,2,97.78
13798.0,0,57,651.82
13799.0,116,2,344.43
13800.0,309,1,558.32
13801.0,66,1,324.8
13802.0,138,3,1533.14
13803.0,254,1,277.07
13804.0,30,7,376.54
13805.0,51,2,462.3
13806.0,63,1,256.38
13807.0,366,1,112.6
13808.0,5,5,349.53
13809.0,304,1,155.05
13810.0,28,3,499.67
13811.0,183,3,271.5
13812.0,41,3,179.67
13813.0,39,4,341.72
13814.0,91,2,789.56
13815.0,21,4,1006.84
13816.0,23,2,285.83
13817.0,28,2,191.49
13819.0,301,3,380.12
13821.0,144,2,192.82
13822.0,5,2,316.0
13823.0,18,2,478.83
13824.0,32,5,339.79
13826.0,175,1,189.5
13827.0,57,3,137.35
13828.0,21,1,209.49
13831.0,15,6,367.16
13832.0,18,1,52.2
13833.0,158,1,384.8
13835.0,24,4,208.64
13837.0,211,2,135.62
13838.0,5,4,172.93
13841.0,252,1,85.0
13842.0,58,9,376.18
13844.0,10,1,361.62
13845.0,64,1,312.98
13846.0,24,3,288.35
13848.0,91,3,418.33
13849.0,51,2,768.98
13850.0,128,1,1595.48
13851.0,95,3,883.82
13853.0,56,1,1090.14
13854.0,8,25,324.38
13856.0,168,3,129.5
13858.0,56,1,216.17
13859.0,325,1,201.16
13860.0,0,5,249.18
13862.0,17,8,276.17
13863.0,247,1,305.78
13865.0,57,4,125.39
13866.0,73,1,145.67
13867.0,30,3,338.43
13868.0,6,2,1596.27
13869.0,122,4,776.24
13870.0,1,8,346.37
13871.0,22,13,492.56
13873.0,119,3,129.87
13874.0,357,1,540.45
13875.0,53,5,357.36
13876.0,63,1,122.7
13877.0,85,1,117.24
13878.0,54,1,1281.53
13880.0,20,13,247.67
13881.0,3,20,857.98
13882.0,2,5,238.23
13883.0,10,5,534.9
13884.0,6,5,157.52
13885.0,188,2,253.4
13886.0,70,1,243.56
13887.0,203,1,349.55
13888.0,119,2,302.82
13889.0,92,1,416.9
13890.0,0,10,188.38
13892.0,26,4,158.24
13893.0,297,1,821.1
13894.0,23,3,188.21
13895.0,27,4,648.27
13897.0,49,1,311.16
13898.0,325,1,155.93
13899.0,15,2,194.26
13900.0,182,3,246.98
13901.0,71,5,573.44
13904.0,36,2,166.32
13908.0,79,4,592.39
13911.0,56,9,286.77
13914.0,11,2,313.23
13917.0,49,2,136.02
13918.0,49,2,606.42
13919.0,58,2,192.4
13922.0,351,1,172.25
13923.0,53,1,351.13
13924.0,1,6,306.48
13925.0,92,4,169.56
13926.0,22,1,223.85
13927.0,74,1,348.99
13928.0,10,4,116.14
13929.0,168,2,421.32
13930.0,57,2,168.67
13931.0,95,2,618.76
13932.0,294,1,307.4
13933.0,108,2,304.4
13934.0,263,1,922.1
13936.0,179,1,376.58
13937.0,168,1,158.85
13938.0,34,1,71.66
13939.0,22,3,189.52
13940.0,16,4,209.78
13941.0,21,5,1022.59
13946.0,78,3,187.19
13947.0,64,1,90.6
13948.0,360,1,102.0
13949.0,2,6,404.55
13950.0,10,4,186.26
13951.0,175,3,224.82
13952.0,217,2,1625.54
13953.0,6,7,502.24
13954.0,1,2,219.96
13955.0,153,2,161.48
13956.0,4,5,205.28
13959.0,78,3,199.4
13960.0,20,2,115.11
13962.0,21,2,84.78
13963.0,307,4,166.14
13967.0,145,1,80.7
13969.0,6,18,503.0
13971.0,18,8,344.78
13972.0,70,2,95.12
13973.0,286,1,264.7
13974.0,48,1,413.59
13975.0,30,6,421.05
13976.0,206,1,357.98
13978.0,14,2,98.4
13979.0,72,1,869.87
13980.0,59,1,200.14
13982.0,38,4,467.95
13983.0,29,12,216.95
13984.0,26,5,184.1
13985.0,3,15,470.68
13986.0,16,1,320.46
13988.0,19,6,691.33
13989.0,65,2,633.04
13990.0,212,1,311.3
13991.0,11,6,142.66
13992.0,29,1,76.8
13993.0,42,9,385.15
13994.0,3,6,385.52
13995.0,14,5,278.74
13999.0,9,12,325.15
14000.0,210,1,635.66
14001.0,45,3,681.03
14002.0,133,2,264.86
14004.0,42,7,654.66
14005.0,9,5,574.94
14006.0,115,3,320.73
14009.0,197,2,347.8
14012.0,277,1,328.8
14013.0,109,3,157.67
14014.0,76,1,505.18
14015.0,52,1,917.34
14016.0,161,4,1085.3
14019.0,46,3,473.87
14020.0,16,2,321.4
14021.0,154,3,210.63
14022.0,224,1,440.0
14023.0,6,2,292.04
14024.0,121,2,163.85
14027.0,60,1,104.82
14029.0,62,2,233.83
14030.0,17,8,295.01
14031.0,6,19,909.83
14032.0,1,11,270.51
14034.0,21,3,217.27
14035.0,28,5,285.6
14036.0,284,1,626.65
14037.0,175,2,73.6
14038.0,77,3,520.13
14039.0,32,1,152.2
14040.0,40,12,301.24
14041.0,265,1,141.41
14044.0,26,4,163.21
14045.0,108,4,414.94
14046.0,283,1,154.99
14047.0,8,5,261.72
14048.0,304,1,409.93
14049.0,16,4,1420.43
14050.0,31,2,373.18
14051.0,0,23,678.71
14052.0,19,1,225.36
14053.0,123,2,130.12
14054.0,64,1,92.46
14055.0,105,1,725.64
14056.0,0,23,357.16
14057.0,23,17,365.76
14059.0,266,1,183.6
14060.0,4,19,323.18
14062.0,9,12,872.07
14064.0,28,5,270.75
14066.0,266,1,152.55
14067.0,63,2,187.35
14068.0,319,1,265.85
14071.0,3,8,179.85
14073.0,31,1,151.04
14075.0,4,3,314.09
14076.0,128,1,122.47
14077.0,40,5,99.88
14078.0,101,6,174.9
14079.0,124,1,375.1
14080.0,32,1,45.6
14081.0,301,2,467.26
14082.0,364,1,182.25
14083.0,3,9,113.16
14085.0,1,18,247.14
14087.0,2,1,194.42
14088.0,9,13,3883.99
14089.0,56,1,161.0
14090.0,324,1,76.32
14092.0,7,14,291.21
14093.0,11,1,442.85
14096.0,3,17,3833.22
14098.0,36,1,147.35
14099.0,15,11,282.2
14100.0,137,1,194.9
14101.0,73,6,996.13
14102.0,4,5,272.06
14104.0,154,2,108.1
14105.0,238,1,1266.23
14107.0,51,7,386.18
14108.0,30,2,298.96
14109.0,72,1,144.2
14110.0,3,12,473.6
14111.0,13,4,173.21
14112.0,22,7,416.45
14113.0,3,4,460.1
14114.0,273,2,193.26
14116.0,19,5,276.55
14117.0,143,1,90.0
14121.0,3,4,695.04
14124.0,83,1,419.58
14125.0,10,3,913.48
14126.0,7,3,235.38
14127.0,122,3,236.57
14128.0,60,2,318.75
14129.0,1,5,224.77
14130.0,318,1,483.86
14132.0,1,11,326.0
14133.0,129,3,201.88
14135.0,1,15,312.69
14138.0,1,2,491.19
14139.0,45,1,415.82
14140.0,3,2,467.52
14141.0,2,4,228.78
14142.0,372,1,311.81
14143.0,133,1,115.8
14145.0,46,4,935.55
14146.0,8,5,838.2
14147.0,77,2,241.7
14148.0,233,1,157.2
14149.0,220,1,446.62
14150.0,35,2,329.32
14152.0,74,2,310.64
14154.0,238,2,672.81
14155.0,265,1,118.75
14156.0,9,55,2134.18
14157.0,19,2,216.44
14158.0,39,1,507.66
14159.0,19,11,426.64
14161.0,215,3,370.17
14162.0,173,2,144.68
14163.0,86,4,611.48
14164.0,70,2,815.88
14165.0,275,1,122.54
14167.0,38,4,143.71
14171.0,97,1,363.79
14173.0,10,4,112.71
14174.0,32,1,134.46
14175.0,59,3,1074.1
14176.0,296,4,144.23
14177.0,85,4,139.85
14178.0,8,7,231.56
14179.0,40,2,359.89
14180.0,10,25,189.94
14184.0,66,1,452.89
14185.0,330,1,197.65
14188.0,30,6,342.39
14189.0,1,15,310.27
14191.0,1,13,360.37
14193.0,67,2,426.7
14194.0,4,21,540.45
14195.0,201,2,506.0
14196.0,106,1,335.52
14198.0,17,4,175.35
14199.0,217,1,185.4
14201.0,59,7,106.78
14204.0,1,1,161.03
14205.0,16,2,233.35
14206.0,238,1,328.16
14208.0,94,1,151.74
14209.0,10,6,345.57
14210.0,105,6,317.64
14211.0,52,9,249.01
14212.0,89,1,1070.48
14214.0,30,5,200.88
14215.0,11,6,298.29
14216.0,2,4,459.82
14217.0,1,17,117.94
14218.0,42,1,169.48
14219.0,3,1,89.94
14220.0,246,2,316.2
14221.0,41,9,381.42
14222.0,176,1,683.17
14223.0,91,3,330.38
14224.0,109,4,262.53
14226.0,28,5,446.44
14227.0,25,10,335.1
14229.0,51,3,515.73
14231.0,183,3,308.57
14232.0,42,5,409.61
14233.0,48,4,365.68
14234.0,21,4,193.86
14235.0,74,5,628.97
14236.0,80,2,245.43
14237.0,372,1,161.0
14238.0,325,1,146.85
14239.0,42,11,216.44
14240.0,29,2,445.17
14241.0,183,1,213.7
14242.0,234,2,140.28
14243.0,8,10,258.88
14245.0,219,2,846.72
14246.0,110,3,491.35
14247.0,277,1,136.77
14248.0,317,1,302.58
14250.0,6,3,634.68
14251.0,1,5,575.94
14256.0,259,2,484.53
14257.0,63,5,619.94
14258.0,8,9,1407.78
14259.0,141,1,120.0
14261.0,50,2,581.72
14262.0,7,8,327.28
14264.0,154,2,166.98
14265.0,108,2,265.09
14267.0,162,3,505.41
14270.0,331,1,492.65
14271.0,225,1,112.32
14272.0,73,2,218.98
14273.0,50,4,139.99
14276.0,98,3,373.25
14277.0,14,3,1405.4
14280.0,196,1,134.04
14282.0,2,15,248.62
14284.0,30,2,297.62
14285.0,20,4,477.5
14286.0,23,3,1542.92
14287.0,7,3,58.88
14288.0,212,1,426.6
14289.0,8,6,151.88
14290.0,10,5,462.93
14291.0,1,11,353.02
14292.0,7,9,541.33
14293.0,2,4,261.64
14295.0,39,1,166.2
14297.0,17,4,326.33
14298.0,7,44,1171.08
14299.0,7,9,440.62
14300.0,18,1,43.2
14301.0,116,1,640.14
14304.0,222,1,383.45
14305.0,70,3,619.65
14306.0,50,2,1046.66
14307.0,88,6,499.29
14309.0,7,9,261.39
14311.0,242,1,310.26
14312.0,46,6,268.6
14314.0,106,1,120.0
14315.0,44,6,413.52
14317.0,64,1,508.58
14320.0,206,2,238.9
14321.0,10,5,306.15
14323.0,114,2,302.53
14326.0,241,1,183.85
14327.0,162,1,311.65
14329.0,16,7,716.41
14331.0,123,2,231.33
14332.0,22,3,288.77
14333.0,67,1,415.2
14334.0,16,8,319.03
14335.0,15,2,234.13
14336.0,16,4,403.73
14338.0,160,2,294.11
14339.0,242,1,309.52
14340.0,218,1,134.7
14341.0,44,8,272.79
14342.0,20,4,167.14
14344.0,126,8,111.24
14345.0,38,1,108.98
14346.0,120,2,510.79
14348.0,259,1,409.57
14349.0,9,1,133.5
14350.0,273,1,282.93
14351.0,164,1,51.0
14352.0,156,4,269.74
14353.0,214,1,90.6
14354.0,5,2,81.81
14355.0,365,1,174.4
14356.0,79,2,350.62
14357.0,42,1,225.77
14359.0,18,3,304.06
14360.0,31,4,532.06
14362.0,21,1,161.2
14364.0,108,8,464.67
14367.0,7,16,578.84
14368.0,319,1,155.0
14371.0,294,1,100.5
14373.0,357,1,76.55
14375.0,184,1,257.68
14377.0,190,2,308.52
14379.0,43,2,174.05
14381.0,51,1,202.68
14382.0,25,1,626.07
14383.0,37,3,415.9
14385.0,8,3,67.37
14386.0,296,1,142.4
14387.0,32,3,590.19
14388.0,9,8,401.6
14389.0,64,2,521.73
14390.0,9,9,516.98
14393.0,217,1,67.95
14395.0,1,9,389.75
14396.0,64,2,244.0
14397.0,2,19,137.52
14400.0,148,1,574.7
14401.0,3,13,311.65
14403.0,129,4,368.95
14404.0,33,6,245.72
14406.0,118,1,156.75
14407.0,106,6,359.62
14408.0,10,7,372.36
14409.0,70,6,343.24
14410.0,91,9,122.79
14411.0,310,1,1063.0
14412.0,42,2,385.02
14413.0,361,1,122.7
14414.0,91,7,213.85
14415.0,0,13,453.87
14416.0,21,2,245.11
14418.0,3,3,645.75
14419.0,10,6,176.34
14420.0,98,1,387.52
14421.0,56,2,406.56
14422.0,0,6,710.61
14423.0,217,1,265.2
14424.0,17,1,322.08
14426.0,23,10,448.17
14427.0,49,2,181.67
14428.0,6,5,248.97
14431.0,302,1,470.36
14432.0,9,6,375.92
14434.0,21,6,228.8
14436.0,98,1,89.06
14437.0,365,1,63.0
14438.0,305,1,131.9
14439.0,319,1,2661.24
14440.0,7,5,471.54
14441.0,0,4,428.22
14442.0,204,2,794.91
14443.0,53,4,355.05
14446.0,0,4,259.9
14447.0,18,5,232.65
14448.0,8,2,187.68
14449.0,18,4,226.78
14450.0,180,3,161.08
14451.0,59,2,331.3
14452.0,10,2,132.22
14453.0,189,1,119.93
14456.0,4,9,340.27
14457.0,310,1,113.64
14459.0,154,1,1837.92
14460.0,109,3,144.78
14461.0,147,3,701.02
14462.0,65,11,182.18
14463.0,97,3,176.54
14465.0,246,3,352.87
14466.0,28,7,324.63
14467.0,17,4,149.69
14470.0,11,2,230.6
14472.0,103,8,242.1
14473.0,73,2,117.17
14474.0,45,1,547.66
14475.0,71,3,308.62
14476.0,256,1,215.7
14477.0,19,4,327.4
14479.0,253,2,158.12
14480.0,10,1,279.05
14481.0,164,2,318.26
14482.0,17,6,344.69
14483.0,281,1,137.1
14484.0,49,1,321.92
14485.0,38,1,165.75
14487.0,26,6,199.39
14488.0,67,1,1064.28
14489.0,206,1,463.38
14491.0,174,2,170.46
14493.0,6,5,476.65
14494.0,25,1,139.56
14495.0,50,2,61.9
14496.0,311,2,269.41
14497.0,308,1,475.37
14498.0,42,5,391.46
14499.0,25,3,271.77
14500.0,87,3,118.95
14501.0,183,2,125.6
14502.0,19,11,224.61
14503.0,2,6,590.54
14504.0,46,4,168.32
14505.0,16,8,738.2
14506.0,16,5,402.43
14507.0,23,6,230.53
14508.0,21,2,138.21
14511.0,10,5,262.96
14512.0,187,2,137.64
14513.0,100,3,151.86
14514.0,60,3,351.78
14515.0,17,6,350.35
14517.0,32,2,165.22
14518.0,63,1,174.37
14520.0,1,2,135.3
14522.0,23,4,243.64
14523.0,107,1,241.09
14524.0,31,9,207.52
14525.0,19,9,481.36
14527.0,2,55,154.71
14528.0,36,1,364.22
14529.0,59,3,206.68
14530.0,25,6,487.65
14532.0,235,4,233.21
14533.0,24,7,278.53
14534.0,2,18,247.06
14535.0,59,3,954.73
14536.0,259,1,171.8
14537.0,57,1,355.56
14538.0,64,2,194.12
14539.0,15,2,268.74
14540.0,9,3,332.09
14541.0,58,8,182.71
14542.0,185,1,103.25
14543.0,28,16,226.9
14544.0,23,2,1012.22
14546.0,4,5,515.62
14547.0,3,8,500.94
14548.0,150,2,326.4
14549.0,310,1,289.24
14550.0,10,2,382.81
14551.0,17,2,93.12
14552.0,151,1,165.07
14553.0,18,5,171.85
14554.0,9,4,595.26
14555.0,56,2,162.07
14557.0,84,1,788.38
14560.0,6,22,101.72
14561.0,75,3,360.25
14562.0,3,18,281.93
14565.0,95,4,774.78
14566.0,110,1,1432.0
14567.0,56,2,765.18
14569.0,0,1,227.39
14570.0,280,2,109.03
14572.0,2,7,404.69
14573.0,179,9,183.71
14576.0,371,1,35.4
14577.0,12,4,214.93
14578.0,2,1,168.63
14581.0,16,1,138.6
14582.0,40,1,114.11
14583.0,5,5,210.51
14584.0,168,4,260.56
14585.0,49,1,157.05
14586.0,276,1,237.36
14587.0,18,9,177.9
14589.0,371,1,39.75
14591.0,14,4,361.78
14592.0,34,3,190.15
14593.0,21,3,206.0
14594.0,6,2,189.92
14595.0,19,6,290.1
14597.0,10,2,441.58
14598.0,43,1,221.97
14600.0,305,1,393.33
14601.0,10,1,213.96
14603.0,274,1,660.0
14606.0,0,93,130.72
14607.0,15,14,1183.54
14608.0,3,4,446.29
14609.0,71,4,150.39
14616.0,242,3,135.36
14618.0,8,3,184.48
14619.0,245,1,394.44
14620.0,205,2,206.39
14621.0,0,5,357.67
14622.0,184,1,320.58
14623.0,31,5,177.85
14624.0,56,2,112.92
14625.0,195,2,449.82
14626.0,23,4,697.82
14628.0,90,2,335.98
14629.0,3,2,479.5
14631.0,50,3,335.66
14632.0,262,1,114.56
14633.0,265,1,344.9
14636.0,35,2,304.92
14638.0,50,1,443.6
14639.0,51,6,497.42
14640.0,23,6,354.18
14641.0,21,1,110.46
14642.0,58,1,96.12
14643.0,169,2,346.9
14644.0,67,2,415.38
14645.0,156,2,298.54
14646.0,1,74,3786.57
14647.0,200,1,243.22
14649.0,4,4,354.32
14651.0,66,2,327.3
14652.0,76,1,114.18
14653.0,0,7,278.22
14655.0,7,4,483.06
14656.0,168,2,145.52
14657.0,17,4,212.06
14658.0,4,2,123.58
14659.0,8,9,281.1
14660.0,86,2,142.87
14661.0,26,1,107.95
14662.0,28,4,192.79
14664.0,19,2,318.94
14665.0,60,5,367.14
14666.0,23,1,195.25
14667.0,10,25,369.65
14669.0,241,3,423.33
14670.0,279,2,205.76
14672.0,234,2,382.78
14673.0,2,5,347.28
14675.0,15,1,604.75
14676.0,30,6,424.71
14680.0,24,16,1797.13
14681.0,70,3,166.32
14682.0,187,2,26.0
14684.0,25,5,247.26
14687.0,106,1,628.38
14688.0,7,21,268.14
14689.0,208,1,112.8
14690.0,43,2,185.85
14691.0,30,5,422.87
14692.0,136,4,147.89
14693.0,264,1,172.9
14696.0,3,7,296.99
14697.0,217,2,94.3
14698.0,1,5,250.15
14699.0,213,1,109.13
14700.0,31,3,745.1
14701.0,10,9,283.26
14702.0,0,17,193.66
14703.0,14,1,318.17
14704.0,10,9,171.88
14705.0,198,1,179.0
14708.0,2,3,375.46
14709.0,14,13,378.54
14710.0,13,4,151.53
14711.0,9,11,260.8
14712.0,28,3,305.69
14713.0,8,11,242.4
14714.0,23,1,160.19
14715.0,24,4,216.84
14716.0,42,2,164.84
14719.0,1,5,320.43
14720.0,5,3,221.27
14722.0,146,1,187.92
14723.0,9,6,193.05
14725.0,24,1,718.08
14727.0,273,1,268.58
14729.0,373,1,313.49
14730.0,0,8,250.63
14731.0,46,3,126.67
14732.0,7,8,337.81
14733.0,15,12,798.83
14735.0,3,32,189.55
14737.0,3,3,388.18
14738.0,42,7,187.78
14739.0,3,7,557.47
14740.0,196,3,482.74
14741.0,11,6,233.39
14744.0,15,7,157.14
14745.0,112,5,244.05
14747.0,248,1,328.2
14748.0,28,5,283.15
14752.0,43,1,389.64
14753.0,86,1,563.15
14754.0,44,2,319.02
14755.0,9,11,455.48
14756.0,14,1,738.96
14757.0,74,1,420.5
14758.0,144,4,371.02
14759.0,4,3,541.99
14760.0,296,1,89.2
14761.0,58,2,127.95
14762.0,263,1,300.52
14764.0,46,1,278.3
14765.0,28,3,84.7
14766.0,7,6,412.23
14768.0,16,2,96.3
14769.0,2,8,1334.34
14770.0,231,2,438.21
14772.0,111,1,139.26
14775.0,57,3,337.3
14776.0,50,11,230.75
14778.0,126,2,365.43
14779.0,280,3,128.72
14780.0,54,2,223.84
14782.0,319,1,200.1
14784.0,25,2,145.0
14785.0,9,2,38.7
14788.0,6,2,339.72
14789.0,28,1,197.64
14790.0,16,4,186.26
14792.0,63,1,6.2
14793.0,20,1,228.99
14794.0,2,7,188.56
14795.0,165,1,131.45
14796.0,0,17,471.91
14798.0,52,3,57.91
14799.0,50,1,157.7
14800.0,47,12,361.64
14801.0,60,1,193.14
14803.0,161,3,281.85
14804.0,8,1,353.27
14805.0,14,4,138.66
14806.0,74,1,193.39
14808.0,39,8,342.65
14810.0,40,11,189.81
14813.0,369,2,77.72
14815.0,36,2,389.25
14816.0,196,1,271.85
14817.0,199,2,555.17
14818.0,73,3,219.27
14819.0,63,2,136.04
14820.0,20,4,126.82
14821.0,366,1,48.8
14823.0,179,3,107.14
14824.0,9,4,281.93
14825.0,3,12,185.58
14828.0,196,3,713.25
14829.0,28,4,174.39
14830.0,52,1,197.13
14834.0,17,6,286.72
14836.0,9,3,34.15
14837.0,89,4,412.38
14840.0,267,1,62.85
14841.0,52,6,549.29
14842.0,43,4,706.17
14844.0,63,4,797.45
14847.0,148,1,309.4
14849.0,21,25,317.22
14850.0,311,1,325.75
14851.0,22,2,255.68
14852.0,57,6,472.78
14853.0,23,2,237.9
14854.0,77,7,394.26
14855.0,118,2,322.82
14856.0,35,3,437.13
14857.0,59,2,586.56
14859.0,12,4,338.44
14860.0,18,1,170.32
14861.0,51,1,125.79
14862.0,25,2,420.6
14863.0,28,1,266.76
14865.0,6,2,26.1
14866.0,10,12,1199.16
14867.0,185,3,236.76
14868.0,2,8,369.2
14869.0,8,2,362.85
14870.0,261,1,327.25
14871.0,2,4,130.6
14873.0,209,1,519.68
14875.0,107,2,732.66
14878.0,12,9,165.06
14880.0,76,3,235.4
14881.0,19,1,255.4
14882.0,26,2,294.85
14883.0,18,6,126.93
14885.0,131,1,765.32
14886.0,252,1,364.8
14887.0,78,1,1862.0
14888.0,206,1,369.2
14889.0,335,1,135.9
14890.0,253,1,125.65
14891.0,147,2,277.19
14893.0,9,2,618.93
14894.0,84,1,655.75
14895.0,7,20,556.94
14896.0,204,2,234.39
14897.0,7,4,341.6
14898.0,22,6,217.25
14901.0,10,9,157.92
14902.0,25,1,332.66
14903.0,20,5,562.13
14904.0,1,2,512.72
14905.0,157,2,308.08
14907.0,2,7,500.16
14908.0,73,1,277.8
14910.0,2,4,108.59
14911.0,0,201,715.55
14912.0,16,2,433.92
14913.0,35,4,306.86
14915.0,90,2,153.74
14916.0,70,4,317.24
14918.0,115,2,805.08
14920.0,212,2,488.88
14921.0,29,2,658.04
14923.0,50,1,749.1
14924.0,245,1,310.05
14929.0,31,1,223.88
14930.0,108,3,790.95
14931.0,4,5,251.54
14932.0,365,1,363.53
14934.0,81,2,945.47
14935.0,296,1,1784.71
14936.0,33,8,1017.13
14937.0,56,3,540.63
14944.0,29,12,491.69
14946.0,13,1,100.9
14947.0,71,2,145.41
14948.0,22,6,183.66
14950.0,18,1,371.2
14951.0,78,1,311.69
14952.0,59,11,736.32
14953.0,24,1,289.82
14954.0,11,1,336.17
14957.0,252,1,58.49
14958.0,146,3,166.56
14959.0,63,4,173.86
14960.0,7,2,110.64
14961.0,10,9,782.74
14962.0,270,1,126.7
14963.0,9,5,297.56
14964.0,246,1,206.21
14965.0,95,2,299.5
14966.0,14,1,191.32
14967.0,49,1,463.8
14968.0,29,1,147.59
14970.0,67,4,398.02
14971.0,34,3,372.19
14972.0,127,1,114.77
14973.0,106,3,438.15
14974.0,36,1,114.39
14975.0,56,1,279.94
14976.0,56,7,112.98
14978.0,71,5,386.28
14981.0,245,1,102.12
14984.0,18,2,106.64
14985.0,197,2,148.38
14987.0,15,2,163.2
14988.0,211,1,334.54
14995.0,38,2,116.62
14997.0,45,3,182.07
14998.0,169,2,214.94
15000.0,47,1,490.52
15002.0,115,4,410.44
15004.0,146,1,1246.32
15005.0,15,28,225.59
15006.0,50,1,502.09
15007.0,158,1,156.91
15009.0,11,3,420.59
15010.0,35,1,308.94
15012.0,53,2,211.52
15014.0,42,2,130.08
15016.0,172,1,170.04
15017.0,33,1,125.58
15018.0,38,3,165.4
15019.0,266,1,266.0
15021.0,8,9,212.76
15022.0,11,4,226.26
15023.0,2,11,618.43
15024.0,9,10,166.13
15025.0,32,1,377.01
15026.0,79,3,156.33
15027.0,30,4,266.54
15028.0,7,4,156.78
15030.0,71,2,259.14
15031.0,3,4,167.04
15032.0,255,3,1653.03
15033.0,4,10,258.67
15034.0,15,8,538.58
15035.0,89,1,252.73
15036.0,71,3,155.18
15038.0,58,6,117.58
15039.0,9,47,423.71
15041.0,169,1,180.35
15042.0,198,1,135.93
15043.0,30,1,537.0
15044.0,18,17,452.95
15045.0,151,2,367.83
15046.0,8,15,347.58
15047.0,269,1,343.62
15048.0,64,4,96.01
15049.0,273,1,121.17
15050.0,24,3,594.03
15051.0,22,3,463.87
15052.0,318,1,215.78
15053.0,4,3,232.6
15054.0,11,2,151.05
15057.0,274,2,744.75
15058.0,24,11,193.18
15059.0,40,9,148.64
15060.0,7,4,75.77
15061.0,3,48,1136.13
15062.0,70,4,246.96
15063.0,212,1,370.8
15065.0,37,4,789.53
15066.0,52,1,893.59
15067.0,77,3,581.59
15068.0,45,2,276.68
15069.0,178,1,1109.53
15070.0,372,1,106.2
15071.0,93,2,491.04
15073.0,9,3,347.8
15074.0,104,1,748.87
15075.0,77,1,773.03
15076.0,172,1,880.85
15078.0,6,32,304.47
15079.0,212,4,223.9
15081.0,21,5,100.96
15083.0,256,1,88.2
15087.0,281,1,306.94
15088.0,20,2,580.04
15089.0,9,6,403.47
15090.0,307,1,381.32
15091.0,67,1,480.71
15092.0,214,2,228.9
15093.0,17,6,766.17
15095.0,103,4,342.65
15096.0,42,1,219.39
15097.0,3,1,248.08
15098.0,181,3,13305.5
15099.0,83,1,410.48
15100.0,333,3,292.0
15101.0,8,2,158.77
15103.0,30,2,351.68
15104.0,196,2,513.72
15105.0,17,7,328.42
15106.0,17,5,284.5
15107.0,310,6,53.25
15108.0,141,4,325.06
15109.0,245,1,484.95
15110.0,23,4,249.02
15111.0,28,3,522.49
15113.0,9,3,1203.11
15114.0,29,10,276.06
15115.0,17,1,340.11
15116.0,17,4,338.19
15117.0,14,5,310.36
15118.0,133,1,244.8
15119.0,245,1,266.4
15120.0,133,1,358.82
15121.0,49,2,228.86
15122.0,113,3,544.59
15123.0,6,2,1099.66
15124.0,22,2,92.1
15125.0,24,15,768.57
15127.0,65,1,406.53
15128.0,59,4,367.75
15129.0,49,11,313.4
15130.0,169,1,330.11
15132.0,17,5,195.59
15133.0,127,3,327.47
15134.0,14,8,173.5
15135.0,238,1,139.05
15136.0,2,4,321.68
15139.0,239,2,89.48
15140.0,51,7,336.32
15142.0,45,1,498.74
15143.0,225,1,259.45
15144.0,7,17,387.08
15145.0,3,4,298.68
15146.0,164,2,663.58
15147.0,239,1,623.5
15148.0,10,1,301.29
15149.0,133,1,520.8
15150.0,16,10,531.45
15152.0,9,13,365.05
15153.0,30,1,329.25
15154.0,74,1,296.42
15156.0,0,3,320.5
15157.0,3,3,645.36
15158.0,44,1,401.4
15159.0,1,30,621.37
15160.0,356,1,158.16
15163.0,17,2,152.24
15164.0,68,3,281.02
15165.0,372,1,487.75
15167.0,320,1,163.0
15168.0,25,1,106.56
15171.0,330,1,1289.5
15172.0,8,5,324.81
15174.0,322,1,135.75
15175.0,71,1,224.14
15178.0,259,1,40.5
15179.0,17,5,441.39
15180.0,366,1,87.5
15181.0,65,3,229.83
15182.0,153,2,311.42
15184.0,28,2,203.38
15185.0,69,1,310.62
15186.0,13,2,205.7
15187.0,1,16,298.57
15189.0,0,41,395.74
15192.0,119,3,348.11
15193.0,60,1,499.32
15194.0,2,15,507.77
15195.0,2,1,3861.0
15197.0,10,3,359.87
15198.0,91,2,96.82
15199.0,58,4,317.18
15201.0,86,5,247.31
15203.0,25,6,304.63
15204.0,356,1,316.58
15205.0,84,2,326.62
15206.0,9,4,105.08
15208.0,0,5,174.02
15210.0,224,1,331.18
15211.0,59,2,447.21
15212.0,240,1,101.8
15213.0,318,2,164.18
15214.0,1,8,207.68
15215.0,46,3,244.98
15216.0,87,1,96.6
15218.0,10,11,523.35
15219.0,175,1,305.75
15220.0,51,6,296.49
15221.0,365,1,403.25
15222.0,318,1,585.0
15223.0,225,2,377.88
15224.0,357,2,161.04
15225.0,233,1,409.4
15226.0,310,1,154.41
15227.0,36,5,243.88
15228.0,65,4,846.68
15230.0,238,2,214.8
15232.0,112,2,306.03
15234.0,276,1,197.0
15235.0,217,12,187.29
15236.0,298,1,321.05
15237.0,1,4,353.08
15238.0,28,3,357.33
15239.0,9,2,390.3
15240.0,44,5,341.31
15241.0,66,8,219.56
15243.0,73,1,316.68
15244.0,64,2,315.79
15245.0,133,3,838.61
15246.0,237,2,257.08
15247.0,121,1,356.0
15249.0,31,13,514.5
15251.0,8,11,953.18
15252.0,35,2,370.39
15253.0,15,5,183.64
15254.0,126,1,300.36
15255.0,66,1,890.85
15256.0,148,1,98.45
15257.0,282,1,317.15
